Name   	 Mass (hand)  	 Miss (hand) 	 Mass (alg)  	 Miss (alg) 	 dV
252-03+039   	          NaN 	          NaN 	       2041.2 	      41856.0 	      10300.0 
252+02+052*   	          NaN 	          NaN 	       7394.9 	      46405.0 	       9300.0 
252-21+031*   	          NaN 	          NaN 	       2368.3 	      21240.9 	      10300.0 
252+04+064*   	          NaN 	          NaN 	       4888.0 	      32133.5 	      14400.0 
251-02+111   	          NaN 	          NaN 	      20542.1 	     117545.5 	      22700.0 
250-14+055*   	          NaN 	          NaN 	      10274.6 	      54798.4 	      13400.0 
247-13+045*   	          NaN 	          NaN 	       3188.0 	      28634.0 	      16500.0 
246-01+109   	          NaN 	          NaN 	      12054.7 	      40107.9 	       9300.0 
246-06+055   	          NaN 	          NaN 	       5847.7 	      57619.9 	      11300.0 
246+00+100   	          NaN 	          NaN 	      23147.1 	     137759.5 	       8300.0 
243-15+047*   	          NaN 	          NaN 	      31065.7 	     157592.8 	      12400.0 
243-10+053   	          NaN 	          NaN 	       2948.5 	      30445.4 	      27800.0 
243+06+047*   	          NaN 	          NaN 	        688.1 	       4789.2 	       7200.0 
241-19+035*   	          NaN 	          NaN 	        739.3 	       4874.9 	      10300.0 
241+08+066   	          NaN 	          NaN 	        918.3 	      12340.9 	      17500.0 
240-08+051   	          NaN 	          NaN 	        240.1 	       4135.3 	       5200.0 
238+02+068*   	          NaN 	          NaN 	      16575.4 	     109010.6 	      15500.0 
238-07+057   	          NaN 	          NaN 	       1324.9 	      11919.8 	       6200.0 
237+11+032*   	          NaN 	          NaN 	       2585.6 	       5854.1 	       7200.0 
235-03+083   	          NaN 	          NaN 	       3388.3 	      35371.3 	       9300.0 
231+01+087   	          NaN 	          NaN 	      19403.5 	     156924.1 	      14400.0 
229-02+094   	          NaN 	          NaN 	       4567.1 	      32709.9 	       8200.0 
226-07+039   	          NaN 	          NaN 	       1398.6 	      21698.0 	      15500.0 
224+07+038   	          NaN 	          NaN 	       3499.2 	      51222.6 	      15500.0 
220+00+048   	          NaN 	          NaN 	       3349.6 	      14167.9 	       6200.0 
219-27+023*   	          NaN 	          NaN 	       8489.2 	      39471.5 	       9600.0 
218+03+055   	          NaN 	          NaN 	       1306.4 	      27913.2 	       7200.0 
217-03+065   	          NaN 	          NaN 	       5775.4 	       9986.5 	       6200.0 
216-21+035*   	          NaN 	          NaN 	       1169.1 	      10406.5 	      19600.0 
215-11+033   	          NaN 	          NaN 	       2860.5 	      11851.8 	       6200.0 
208-36+016*   	          NaN 	          NaN 	        607.0 	       4329.7 	      10300.0 
206+07+051   	          NaN 	          NaN 	       4801.6 	      46455.5 	      15500.0 
203+09+025*   	          NaN 	          NaN 	       1112.9 	       3902.9 	      12400.0 
202+05+031   	          NaN 	          NaN 	       4030.3 	      89996.2 	      20600.0 
199-39+022   	          NaN 	          NaN 	       2248.4 	      14771.5 	       6200.0 
199+02+033   	          NaN 	          NaN 	       1106.0 	      42422.8 	       9300.0 
163+09-048   	          NaN 	          NaN 	     144931.7 	    2347860.2 	      16500.0 
158-27-039   	          NaN 	          NaN 	       8859.2 	      16749.7 	      14400.0 
157-02-049   	          NaN 	          NaN 	        133.8 	      16146.9 	       8300.0 
157+03-044   	          NaN 	          NaN 	        157.6 	      38240.6 	       9300.0 
156+32-053   	          NaN 	          NaN 	       2953.2 	      25179.2 	       9300.0 
154+35-057   	          NaN 	          NaN 	     309554.6 	    1011829.4 	      14400.0 
154+00-071   	          NaN 	          NaN 	       7490.3 	     122178.3 	       9300.0 
153+34-052   	          NaN 	          NaN 	       6221.1 	      54585.2 	      11300.0 
153-05-029*   	          NaN 	          NaN 	       4965.9 	      73314.9 	       6200.0 
152-03-078   	          NaN 	          NaN 	      19909.4 	     181929.3 	       9300.0 
150+05-058   	          NaN 	          NaN 	      46321.1 	     594318.5 	      17500.0 
147+41-056   	          NaN 	          NaN 	      21228.1 	     170359.6 	      12400.0 
147-09-056   	          NaN 	          NaN 	       6062.3 	      42460.9 	       9300.0 
146+06-045*   	          NaN 	          NaN 	      16364.5 	      50442.3 	      11300.0 
146-05-078   	          NaN 	          NaN 	      44562.6 	     219712.7 	      12400.0 
146-48-016   	          NaN 	          NaN 	        799.0 	      10493.6 	       8200.0 
145+38-058   	          NaN 	          NaN 	      18730.8 	      38990.0 	      12400.0 
145-09-066   	          NaN 	          NaN 	      23436.7 	     107367.7 	      12400.0 
142-15-030*   	          NaN 	          NaN 	       1202.2 	       7885.7 	      13400.0 
141-05-041*   	          NaN 	          NaN 	      13535.4 	     153957.9 	      20600.0 
141+18-057   	          NaN 	          NaN 	      99823.2 	    1433041.5 	      16500.0 
139+09-067   	          NaN 	          NaN 	      24709.0 	      24727.6 	      13400.0 
138+08-077   	          NaN 	          NaN 	      16408.7 	     116765.9 	       9300.0 
137+06-029*   	          NaN 	          NaN 	       4339.3 	      17499.8 	      15500.0 
136+05-102   	          NaN 	          NaN 	      28192.5 	     180529.8 	      14400.0 
136-04-077   	          NaN 	          NaN 	      10046.7 	      94252.0 	      10300.0 
135+08-057   	          NaN 	          NaN 	       2055.4 	      24765.9 	      11300.0 
135+05-081   	          NaN 	          NaN 	      22664.5 	     207765.0 	      12400.0 
135+02-090   	          NaN 	          NaN 	      16563.7 	      79560.7 	      11300.0 
134+11-044*   	          NaN 	          NaN 	       1412.0 	      15608.8 	       9300.0 
133-03-063   	          NaN 	          NaN 	       2612.2 	      29844.9 	       7200.0 
132+04-106   	          NaN 	          NaN 	       7667.0 	      96467.5 	       7200.0 
132-01-078   	          NaN 	          NaN 	       1348.8 	      73530.0 	      10300.0 
132+01-109   	          NaN 	          NaN 	      11545.8 	      97517.6 	       9300.0 
131-05-067*   	          NaN 	          NaN 	       4286.6 	      37482.0 	      24700.0 
130-04-096   	          NaN 	          NaN 	       6819.6 	      68154.4 	      17500.0 
130+00-101   	          NaN 	          NaN 	      18253.4 	     113944.1 	       7200.0 
128-07-066*   	          NaN 	          NaN 	       2968.9 	      17520.6 	      15500.0 
128+01-103   	          NaN 	          NaN 	      61896.9 	     355489.3 	       9300.0 
127-01-082   	          NaN 	          NaN 	     169966.1 	     664363.3 	      18600.0 
127-02-069   	          NaN 	          NaN 	       7320.4 	     142860.2 	      13400.0 
127-05-066*   	          NaN 	          NaN 	       3959.1 	       9670.2 	      11300.0 
126+00-112   	          NaN 	          NaN 	      11323.9 	     137303.0 	       9300.0 
126+05-123   	          NaN 	          NaN 	      24030.6 	     166226.8 	      15500.0 
126+01-061   	          NaN 	          NaN 	       2612.1 	      26334.1 	       7200.0 
125-04-072   	          NaN 	          NaN 	       2425.4 	      44163.1 	      26800.0 
123+01-060*   	          NaN 	          NaN 	       4715.3 	      27296.1 	      12400.0 
121+24-023*   	          NaN 	          NaN 	       2262.3 	      28549.7 	      20600.0 
120+02-059*   	          NaN 	          NaN 	       2247.7 	      35393.9 	      10300.0 
120+03-095   	          NaN 	          NaN 	      40524.9 	     517625.7 	      16500.0 
120-17-043*   	          NaN 	          NaN 	      25538.2 	     167589.7 	      29900.0 
116+02-061*   	          NaN 	          NaN 	       4785.7 	      13880.1 	       9300.0 
116+06-059*   	          NaN 	          NaN 	       4079.5 	     177607.1 	      13400.0 
116+04-089   	          NaN 	          NaN 	       2332.2 	      34639.2 	       8200.0 
116-09-062*   	          NaN 	          NaN 	       8193.2 	      38205.5 	      24700.0 
115-01-059   	          NaN 	          NaN 	       2471.5 	       8778.9 	      15500.0 
115+04-048*   	          NaN 	          NaN 	      25612.3 	      92191.6 	      12400.0 
114+02-112   	          NaN 	          NaN 	      12930.2 	     103758.6 	       9300.0 
114-01-099   	          NaN 	          NaN 	      19570.9 	      70714.0 	      13400.0 
114+00-044*   	          NaN 	          NaN 	      15696.8 	      70692.8 	      12400.0 
113+18-023   	          NaN 	          NaN 	        749.2 	      29212.3 	      18600.0 
113-02-107   	          NaN 	          NaN 	      44106.5 	     172883.1 	      17500.0 
113+01-086*   	          NaN 	          NaN 	       5245.3 	      50813.6 	      12400.0 
113+09-077*   	          NaN 	          NaN 	      12106.1 	      52416.5 	      34000.0 
113+05-063   	          NaN 	          NaN 	      12006.2 	     148759.8 	      18600.0 
112+08-130   	          NaN 	          NaN 	       6251.8 	      55495.7 	      12400.0 
112+20-035*   	          NaN 	          NaN 	      10993.2 	      58513.3 	      15500.0 
111+04-109   	          NaN 	          NaN 	       7856.2 	      93026.2 	       9300.0 
111+08-075*   	          NaN 	          NaN 	       8561.2 	      22900.0 	      11300.0 
111+33-081   	          NaN 	          NaN 	       3331.6 	      19541.1 	      19600.0 
111+03-080   	          NaN 	          NaN 	        930.7 	       7673.4 	       9300.0 
110+02-117   	          NaN 	          NaN 	     108080.4 	     493539.3 	      20600.0 
110+05-114   	          NaN 	          NaN 	       6486.4 	      98693.5 	      14400.0 
108+24-029   	          NaN 	          NaN 	       1914.5 	      10514.7 	      16500.0 
107+04-052*   	          NaN 	          NaN 	       5740.4 	      38077.7 	      11300.0 
107+07-107   	          NaN 	          NaN 	       6497.4 	      68471.6 	      12400.0 
107+09-128   	          NaN 	          NaN 	      33980.0 	     150006.8 	       9300.0 
107+07-119   	          NaN 	          NaN 	      60407.6 	     316578.7 	      21600.0 
106-10-043*   	          NaN 	          NaN 	       2736.6 	      37326.0 	      23700.0 
105+09-021   	          NaN 	          NaN 	       4135.3 	      40801.4 	      27800.0 
104-20-035*   	          NaN 	          NaN 	       5887.7 	      30985.4 	      28900.0 
104+06-092*   	          NaN 	          NaN 	      42293.9 	     641541.9 	      27800.0 
103+08-129   	          NaN 	          NaN 	      74142.9 	     295645.3 	      18600.0 
103+03-113   	          NaN 	          NaN 	      49015.7 	      15976.9 	       7200.0 
102+00-085*   	          NaN 	          NaN 	      53371.7 	     313432.1 	      10300.0 
101+26-042*   	          NaN 	          NaN 	       3671.0 	      20456.8 	      26800.0 
100+05-101   	          NaN 	          NaN 	      12871.8 	      84913.9 	      15500.0 
100+29-042*   	          NaN 	          NaN 	       2777.2 	      12525.2 	      27800.0 
100+37-057   	          NaN 	          NaN 	       3661.0 	       8500.1 	       7200.0 
099-09-030*   	          NaN 	          NaN 	       2621.1 	      26487.0 	      21600.0 
098-01-046*   	          NaN 	          NaN 	       3232.2 	      51453.1 	      13400.0 
098+01-048*   	          NaN 	          NaN 	      16459.0 	      97013.6 	      11300.0 
097+00-028   	          NaN 	          NaN 	       7855.1 	      39538.5 	      21600.0 
094+08-043*   	          NaN 	          NaN 	      17853.1 	     167601.4 	      15500.0 
092+03-113   	          NaN 	          NaN 	      38201.2 	      38017.5 	      17500.0 
091+08-035*   	          NaN 	          NaN 	      23052.6 	     141442.8 	      23700.0 
091-04-067*   	          NaN 	          NaN 	     103027.4 	    1716503.9 	      35000.0 
091+06-115   	          NaN 	          NaN 	      21563.9 	     158509.9 	       9300.0 
